participantid,session,duration,subject_condition,graph_condition,group,question,time
s41147,2,1133,no warning,control,1B,2,17.407
s41147,2,1133,no warning,truncated,1B,3,27.541
s41147,2,1133,no warning,control,1B,4,9.694
s41147,2,1133,no warning,truncated,1B,5,18.043
s41147,2,1133,no warning,control,1B,6,13.698
s41147,2,1133,no warning,truncated,1B,7,17.554
s41147,2,1133,no warning,control,1B,8,15.177
s41147,2,1133,no warning,truncated,1B,9,18.215
s41147,2,1133,no warning,control,1B,10,13.055
s41147,2,1133,no warning,truncated,1B,11,10.846
s41147,2,1133,no warning,control,1B,12,23.258
s41147,2,1133,no warning,truncated,1B,13,16.161
s41147,2,1133,no warning,control,1B,14,14.31
s41147,2,1133,no warning,truncated,1B,15,20.589
s41147,2,1133,no warning,control,1B,16,18.054
s41147,2,1133,no warning,truncated,1B,17,10.834
s41147,2,1133,no warning,control,1B,18,24.415
s41147,2,1133,no warning,truncated,1B,19,34.677
s41147,2,1133,no warning,control,1B,20,23.941
s41147,2,1133,no warning,truncated,1B,21,25.537
s41147,2,1133,no warning,control,1B,22,13.373
s41147,2,1133,no warning,truncated,1B,23,17.859
s41147,2,1133,no warning,control,1B,24,31.754
s41147,2,1133,no warning,truncated,1B,25,26.82
s41147,2,1133,no warning,control,1B,26,19.812
s41147,2,1133,no warning,truncated,1B,27,15.23
s41147,2,1133,no warning,control,1B,28,31.074
s41147,2,1133,no warning,truncated,1B,29,14.681
s41147,2,1133,no warning,control,1B,30,30.197
s41147,2,1133,no warning,truncated,1B,31,21.717
s41147,2,1133,no warning,control,1B,32,13.158
s41147,2,1133,no warning,truncated,1B,33,11.767
s41147,2,1133,no warning,control,1B,34,18.572
s41147,2,1133,no warning,truncated,1B,35,14.183
s41147,2,1133,no warning,control,1B,36,12.862
s41147,2,1133,no warning,truncated,1B,37,29.582
s41147,2,1133,no warning,control,1B,38,32.042
s41147,2,1133,no warning,truncated,1B,39,13.189
s41147,2,1133,no warning,control,1B,40,18.383
s41148,1,865,warning,truncated,2B,1,16.203
s41148,1,865,warning,control,2B,2,8.084
s41148,1,865,warning,truncated,2B,3,8.665
s41148,1,865,warning,control,2B,4,7.351
s41148,1,865,warning,truncated,2B,5,6.057
s41148,1,865,warning,control,2B,6,8.424
s41148,1,865,warning,truncated,2B,7,8.796
s41148,1,865,warning,control,2B,8,9.411
s41148,1,865,warning,truncated,2B,9,12.526
s41148,1,865,warning,control,2B,10,7.55
s41148,1,865,warning,truncated,2B,11,6.522
s41148,1,865,warning,control,2B,12,21.142
s41148,1,865,warning,truncated,2B,13,6.824
s41148,1,865,warning,control,2B,14,7.301
s41148,1,865,warning,truncated,2B,15,10.903
s41148,1,865,warning,control,2B,16,7.464
s41148,1,865,warning,truncated,2B,17,6.546
s41148,1,865,warning,control,2B,18,6.592
s41148,1,865,warning,truncated,2B,19,7.242
s41148,1,865,warning,control,2B,20,28.431
s41148,1,865,warning,truncated,2B,21,10.883
s41148,1,865,warning,control,2B,22,8.046
s41148,1,865,warning,truncated,2B,23,14.649
s41148,1,865,warning,control,2B,24,18.812
s41148,1,865,warning,truncated,2B,25,8.044
s41148,1,865,warning,control,2B,26,6.87
s41148,1,865,warning,truncated,2B,27,12.885
s41148,1,865,warning,control,2B,28,11.134
s41148,1,865,warning,truncated,2B,29,8.73
s41148,1,865,warning,control,2B,30,9.817
s41148,1,865,warning,truncated,2B,31,7.337
s41148,1,865,warning,control,2B,32,12.76
s41148,1,865,warning,truncated,2B,33,8.092
s41148,1,865,warning,control,2B,34,5.42
s41148,1,865,warning,truncated,2B,35,13.975
s41148,1,865,warning,control,2B,36,9.282
s41148,1,865,warning,truncated,2B,37,10.018
s41148,1,865,warning,control,2B,38,9.747
s41148,1,865,warning,truncated,2B,39,41.917
s41148,1,865,warning,control,2B,40,13.023
s41148,2,971,warning,truncated,1B,1,9.575
s41148,2,971,warning,control,1B,2,9.752
s41148,2,971,warning,truncated,1B,3,10.477
s41148,2,971,warning,control,1B,4,10.659
s41148,2,971,warning,truncated,1B,5,15.703
s41148,2,971,warning,control,1B,6,9.499
s41148,2,971,warning,truncated,1B,7,22.8
s41148,2,971,warning,control,1B,8,16.569
s41148,2,971,warning,truncated,1B,9,8.401
s41148,2,971,warning,control,1B,10,20.915
s41148,2,971,warning,truncated,1B,11,7.656
s41148,2,971,warning,control,1B,12,11.097
s41148,2,971,warning,truncated,1B,13,12.283
s41148,2,971,warning,control,1B,14,13.378
s41148,2,971,warning,truncated,1B,15,7.701
s41148,2,971,warning,control,1B,16,8.223
s41148,2,971,warning,truncated,1B,17,16.437
s41148,2,971,warning,control,1B,18,13.353
s41148,2,971,warning,truncated,1B,19,12.62
s41148,2,971,warning,control,1B,20,22.207
s41148,2,971,warning,truncated,1B,21,12.207
s41148,2,971,warning,control,1B,22,19.742
s41148,2,971,warning,truncated,1B,23,8.149
s41148,2,971,warning,control,1B,24,34.159
s41148,2,971,warning,truncated,1B,25,7.205
s41148,2,971,warning,control,1B,26,7.034
s41148,2,971,warning,truncated,1B,27,20.341
s41148,2,971,warning,control,1B,28,9.645
s41148,2,971,warning,truncated,1B,29,9.6
s41148,2,971,warning,control,1B,30,22.504
s41148,2,971,warning,truncated,1B,31,11.6
s41148,2,971,warning,control,1B,32,8.921
s41148,2,971,warning,truncated,1B,33,6.73
s41148,2,971,warning,control,1B,34,16.982
s41148,2,971,warning,truncated,1B,35,7.977
s41148,2,971,warning,control,1B,36,17.329
s41148,2,971,warning,truncated,1B,37,10.955
s41148,2,971,warning,control,1B,38,14.145
s41148,2,971,warning,truncated,1B,39,35.85
s41148,2,971,warning,control,1B,40,9.435
s41149,1,650,warning,control,1A,1,22.784
s41149,1,650,warning,truncated,1A,2,6.773
s41149,1,650,warning,control,1A,3,8.041
s41149,1,650,warning,truncated,1A,4,11.608
s41149,1,650,warning,control,1A,5,7.771
s41149,1,650,warning,truncated,1A,6,5.746
s41149,1,650,warning,control,1A,7,6.538
s41149,1,650,warning,truncated,1A,8,4.956
s41149,1,650,warning,control,1A,9,4.821
s41149,1,650,warning,truncated,1A,10,11.086
s41149,1,650,warning,control,1A,11,4.156
s41149,1,650,warning,truncated,1A,12,6.856
s41149,1,650,warning,control,1A,13,16.268
s41149,1,650,warning,truncated,1A,14,4.964
s41149,1,650,warning,control,1A,15,5.356
s41149,1,650,warning,truncated,1A,16,11.731
s41149,1,650,warning,control,1A,17,10.046
s41149,1,650,warning,truncated,1A,18,11.2
s41149,1,650,warning,control,1A,19,34.225
s41149,1,650,warning,truncated,1A,20,7.056
s41149,1,650,warning,control,1A,21,8.924
s41149,1,650,warning,truncated,1A,22,5.452
s41149,1,650,warning,control,1A,23,5.598
s41149,1,650,warning,truncated,1A,24,12.748
s41149,1,650,warning,control,1A,25,8.25
s41149,1,650,warning,truncated,1A,26,4.509
s41149,1,650,warning,control,1A,27,6.995
s41149,1,650,warning,truncated,1A,28,8.199
s41149,1,650,warning,control,1A,29,37.1
s41149,1,650,warning,truncated,1A,30,5.643
s41149,1,650,warning,control,1A,31,13.071
s41149,1,650,warning,truncated,1A,32,3.095
s41149,1,650,warning,control,1A,33,8.404
s41149,1,650,warning,truncated,1A,34,7.561
s41149,1,650,warning,control,1A,35,6.258
s41149,1,650,warning,truncated,1A,36,5.485
s41149,1,650,warning,control,1A,37,7.016
s41149,1,650,warning,truncated,1A,38,14.194
s41149,1,650,warning,control,1A,39,4.056
s41149,1,650,warning,truncated,1A,40,6.029
s41149,2,782,warning,control,2A,1,10.095
s41149,2,782,warning,truncated,2A,2,6.422
s41149,2,782,warning,control,2A,3,11.87
s41149,2,782,warning,truncated,2A,4,8.524
s41149,2,782,warning,control,2A,5,8.306
s41149,2,782,warning,truncated,2A,6,12.779
s41149,2,782,warning,control,2A,7,8.952
s41149,2,782,warning,truncated,2A,8,10.319
s41149,2,782,warning,control,2A,9,9.498
s41149,2,782,warning,truncated,2A,10,8.387
s41149,2,782,warning,control,2A,11,6.532
s41149,2,782,warning,truncated,2A,12,14.608
s41149,2,782,warning,control,2A,13,10.134
s41149,2,782,warning,truncated,2A,14,14.073
s41149,2,782,warning,control,2A,15,6.391
s41149,2,782,warning,truncated,2A,16,7.903
s41149,2,782,warning,control,2A,17,8.634
s41149,2,782,warning,truncated,2A,18,18.809
s41149,2,782,warning,control,2A,19,10.129
s41149,2,782,warning,truncated,2A,20,12.53
s41149,2,782,warning,control,2A,21,11.584
s41149,2,782,warning,truncated,2A,22,8.124
s41149,2,782,warning,control,2A,23,186.17
s41149,2,782,warning,truncated,2A,24,7.282
s41149,2,782,warning,control,2A,25,14.525
s41149,2,782,warning,truncated,2A,26,8.605
s41149,2,782,warning,control,2A,27,8.832
s41149,2,782,warning,truncated,2A,28,10.366
s41149,2,782,warning,control,2A,29,7.679
s41149,2,782,warning,truncated,2A,30,11.73
s41149,2,782,warning,control,2A,31,17.532
s41149,2,782,warning,truncated,2A,32,7.142
s41149,2,782,warning,control,2A,33,18.44
s41149,2,782,warning,truncated,2A,34,6.816
s41149,2,782,warning,control,2A,35,6.363
s41149,2,782,warning,truncated,2A,36,8.538
s41149,2,782,warning,control,2A,37,10.385
s41149,2,782,warning,truncated,2A,38,9.889
s41149,2,782,warning,control,2A,39,8.595
s41149,2,782,warning,truncated,2A,40,9.559
s41150,1,609,warning,control,1A,1,9.503
s41150,1,609,warning,truncated,1A,2,9.037
s41150,1,609,warning,control,1A,3,7.118
s41150,1,609,warning,truncated,1A,4,10.52
s41150,1,609,warning,control,1A,5,12.793
s41150,1,609,warning,truncated,1A,6,15.397
s41150,1,609,warning,control,1A,7,9.385
s41150,1,609,warning,truncated,1A,8,9.192
s41150,1,609,warning,control,1A,9,19.05
s41150,1,609,warning,truncated,1A,10,14.989
s41150,1,609,warning,control,1A,11,6.856
s41150,1,609,warning,truncated,1A,12,13.541
s41150,1,609,warning,control,1A,13,7.54
s41150,1,609,warning,truncated,1A,14,8.444
s41150,1,609,warning,control,1A,15,8.348
s41150,1,609,warning,truncated,1A,16,9.372
s41150,1,609,warning,control,1A,17,6.425
s41150,1,609,warning,truncated,1A,18,18.583
s41150,1,609,warning,control,1A,19,9.958
s41150,1,609,warning,truncated,1A,20,21.523
s41150,1,609,warning,control,1A,21,10.839
s41150,1,609,warning,truncated,1A,22,10.352
s41150,1,609,warning,control,1A,23,9.823
s41150,1,609,warning,truncated,1A,24,8.753
s41150,1,609,warning,control,1A,25,12.99
s41150,1,609,warning,truncated,1A,26,8.909
s41150,1,609,warning,control,1A,27,9.051
s41150,1,609,warning,truncated,1A,28,11.199
s41150,1,609,warning,control,1A,29,8.383
s41150,1,609,warning,truncated,1A,30,10.908
s41150,1,609,warning,control,1A,31,13.098
s41150,1,609,warning,truncated,1A,32,9.141
s41150,1,609,warning,control,1A,33,11.246
s41150,1,609,warning,truncated,1A,34,15.401
s41150,1,609,warning,control,1A,35,10.088
s41150,1,609,warning,truncated,1A,36,8.377
s41150,1,609,warning,control,1A,37,8.123
s41150,1,609,warning,truncated,1A,38,11.004
s41150,1,609,warning,control,1A,39,7.983
s41150,1,609,warning,truncated,1A,40,7.784
s41150,2,1177,warning,truncated,2B,1,10.957
s41150,2,1177,warning,control,2B,2,9.378
s41150,2,1177,warning,truncated,2B,3,41.883
s41150,2,1177,warning,control,2B,4,14.425
s41150,2,1177,warning,truncated,2B,5,30.135
s41150,2,1177,warning,control,2B,6,10.124
s41150,2,1177,warning,truncated,2B,7,9.122
s41150,2,1177,warning,control,2B,8,9.398
s41150,2,1177,warning,truncated,2B,9,35.906
s41150,2,1177,warning,control,2B,10,7.738
s41150,2,1177,warning,truncated,2B,11,7.296
s41150,2,1177,warning,control,2B,12,17.56
s41150,2,1177,warning,truncated,2B,13,5.386
s41150,2,1177,warning,control,2B,14,19.331
s41150,2,1177,warning,truncated,2B,15,13.808
s41150,2,1177,warning,control,2B,16,98.004
s41150,2,1177,warning,truncated,2B,17,8.409
s41150,2,1177,warning,control,2B,18,7.817
s41150,2,1177,warning,truncated,2B,19,28.814
s41150,2,1177,warning,control,2B,20,23.576
s41150,2,1177,warning,truncated,2B,21,7.036
s41150,2,1177,warning,control,2B,22,9.694
s41150,2,1177,warning,truncated,2B,23,6.949
s41150,2,1177,warning,control,2B,24,5.98
s41150,2,1177,warning,truncated,2B,25,9.507
s41150,2,1177,warning,control,2B,26,7.059
s41150,2,1177,warning,truncated,2B,27,8.161
s41150,2,1177,warning,control,2B,28,47.518
s41150,2,1177,warning,truncated,2B,29,5.931
s41150,2,1177,warning,control,2B,30,10.043
s41150,2,1177,warning,truncated,2B,31,118.218
s41150,2,1177,warning,control,2B,32,9.876
s41150,2,1177,warning,truncated,2B,33,15.197
s41150,2,1177,warning,control,2B,34,11.62
s41150,2,1177,warning,truncated,2B,35,13.915
s41150,2,1177,warning,control,2B,36,6.623
s41150,2,1177,warning,truncated,2B,37,7.81
s41150,2,1177,warning,control,2B,38,10.376
s41150,2,1177,warning,truncated,2B,39,11.173
s41150,2,1177,warning,control,2B,40,26.522
s41151,1,895,warning,truncated,2B,1,23.17
s41151,1,895,warning,control,2B,2,13.589
s41151,1,895,warning,truncated,2B,3,16.447
s41151,1,895,warning,control,2B,4,15.503
s41151,1,895,warning,truncated,2B,5,28.736
s41151,1,895,warning,control,2B,6,15.397
s41151,1,895,warning,truncated,2B,7,42.702
s41151,1,895,warning,control,2B,8,12.76
s41151,1,895,warning,truncated,2B,9,15.138
s41151,1,895,warning,control,2B,10,8.525
s41151,1,895,warning,truncated,2B,11,15.011
s41151,1,895,warning,control,2B,12,12.861
s41151,1,895,warning,truncated,2B,13,17.808
s41151,1,895,warning,control,2B,14,15.156
s41151,1,895,warning,truncated,2B,15,19.353
s41151,1,895,warning,control,2B,16,11.585
s41151,1,895,warning,truncated,2B,17,11.233
s41151,1,895,warning,control,2B,18,13.199
s41151,1,895,warning,truncated,2B,19,15.337
s41151,1,895,warning,control,2B,20,17.883
s41151,1,895,warning,truncated,2B,21,14.084
s41151,1,895,warning,control,2B,22,12.641
s41151,1,895,warning,truncated,2B,23,24.209
s41151,1,895,warning,control,2B,24,33.962
s41151,1,895,warning,truncated,2B,25,22.543
s41151,1,895,warning,control,2B,26,14.164
s41151,1,895,warning,truncated,2B,27,12.754
s41151,1,895,warning,control,2B,28,13.666
s41151,1,895,warning,truncated,2B,29,17.381
s41151,1,895,warning,control,2B,30,29.907
s41151,1,895,warning,truncated,2B,31,28.661
s41151,1,895,warning,control,2B,32,17.681
s41151,1,895,warning,truncated,2B,33,14.755
s41151,1,895,warning,control,2B,34,10.343
s41151,1,895,warning,truncated,2B,35,23.366
s41151,1,895,warning,control,2B,36,11.845
s41151,1,895,warning,truncated,2B,37,25.237
s41151,1,895,warning,control,2B,38,16.26
s41151,1,895,warning,truncated,2B,39,16.936
s41151,1,895,warning,control,2B,40,13.81
s41151,2,2533,warning,control,1A,1,21.467
s41151,2,2533,warning,truncated,1A,2,62.467
s41151,2,2533,warning,control,1A,3,20.486
s41151,2,2533,warning,truncated,1A,4,19.574
s41151,2,2533,warning,control,1A,5,54.186
s41151,2,2533,warning,truncated,1A,6,56.944
s41151,2,2533,warning,control,1A,7,23.435
s41151,2,2533,warning,truncated,1A,8,39.938
s41151,2,2533,warning,control,1A,9,14.265
s41151,2,2533,warning,truncated,1A,10,50.316
s41151,2,2533,warning,control,1A,11,12.635
s41151,2,2533,warning,truncated,1A,12,26.899
s41151,2,2533,warning,control,1A,13,15.855
s41151,2,2533,warning,truncated,1A,14,59.485
s41151,2,2533,warning,control,1A,15,21.534
s41151,2,2533,warning,truncated,1A,16,21.056
s41151,2,2533,warning,control,1A,17,19.294
s41151,2,2533,warning,truncated,1A,18,16.748
s41151,2,2533,warning,control,1A,19,31.802
s41151,2,2533,warning,truncated,1A,20,21.292
s41151,2,2533,warning,control,1A,21,22.867
s41151,2,2533,warning,truncated,1A,22,23.619
s41151,2,2533,warning,control,1A,23,48.651
s41151,2,2533,warning,truncated,1A,24,20.08
s41151,2,2533,warning,control,1A,25,9.482
s41151,2,2533,warning,truncated,1A,26,61.574
s41151,2,2533,warning,control,1A,27,21.395
s41151,2,2533,warning,truncated,1A,28,16.234
s41151,2,2533,warning,control,1A,29,41.999
s41151,2,2533,warning,truncated,1A,30,21.782
s41151,2,2533,warning,control,1A,31,15.68
s41151,2,2533,warning,truncated,1A,32,37.559
s41151,2,2533,warning,control,1A,33,16.376
s41151,2,2533,warning,truncated,1A,34,54.649
s41151,2,2533,warning,control,1A,35,29.322
s41151,2,2533,warning,truncated,1A,36,106.72
s41151,2,2533,warning,control,1A,37,17.569
s41151,2,2533,warning,truncated,1A,38,23.994
s41151,2,2533,warning,control,1A,39,38.132
s41151,2,2533,warning,truncated,1A,40,11.24
s41152,1,1153,no warning,truncated,2B,1,12.503
s41152,1,1153,no warning,control,2B,2,8.931
s41152,1,1153,no warning,truncated,2B,3,8.592
s41152,1,1153,no warning,control,2B,4,7.195
s41152,1,1153,no warning,truncated,2B,5,7.109
s41152,1,1153,no warning,control,2B,6,10.185
s41152,1,1153,no warning,truncated,2B,7,18.135
s41152,1,1153,no warning,control,2B,8,7.787
s41152,1,1153,no warning,truncated,2B,9,13.169
s41152,1,1153,no warning,control,2B,10,8.181
s41152,1,1153,no warning,truncated,2B,11,8.496
s41152,1,1153,no warning,control,2B,12,6.082
s41152,1,1153,no warning,truncated,2B,13,7.401
s41152,1,1153,no warning,control,2B,14,10.35
s41152,1,1153,no warning,truncated,2B,15,8.51
s41152,1,1153,no warning,control,2B,16,11.16
s41152,1,1153,no warning,truncated,2B,17,8.31
s41152,1,1153,no warning,control,2B,18,8.045
s41152,1,1153,no warning,truncated,2B,19,10.23
s41152,1,1153,no warning,control,2B,20,10.38
s41152,1,1153,no warning,truncated,2B,21,7.541
s41152,1,1153,no warning,control,2B,22,11.526
s41152,1,1153,no warning,truncated,2B,23,8.674
s41152,1,1153,no warning,control,2B,24,9.591
s41152,1,1153,no warning,truncated,2B,25,5.902
s41152,1,1153,no warning,control,2B,26,8.467
s41152,1,1153,no warning,truncated,2B,27,13.464
s41152,1,1153,no warning,control,2B,28,5.833
s41152,1,1153,no warning,truncated,2B,29,9.035
s41152,1,1153,no warning,control,2B,30,9.019
s41152,1,1153,no warning,truncated,2B,31,6.83
s41152,1,1153,no warning,control,2B,32,5.142
s41152,1,1153,no warning,truncated,2B,33,7.115
s41152,1,1153,no warning,control,2B,34,8.045
s41152,1,1153,no warning,truncated,2B,35,10.597
s41152,1,1153,no warning,control,2B,36,8.547
s41152,1,1153,no warning,truncated,2B,37,9.348
s41152,1,1153,no warning,control,2B,38,6.283
s41152,1,1153,no warning,truncated,2B,39,7.367
s41152,1,1153,no warning,control,2B,40,11.763
s41152,2,808,no warning,truncated,1B,1,16.386
s41152,2,808,no warning,control,1B,2,12.685
s41152,2,808,no warning,truncated,1B,3,23.1
s41152,2,808,no warning,control,1B,4,15.481
s41152,2,808,no warning,truncated,1B,5,11.107
s41152,2,808,no warning,control,1B,6,14.544
s41152,2,808,no warning,truncated,1B,7,16.209
s41152,2,808,no warning,control,1B,8,10.371
s41152,2,808,no warning,truncated,1B,9,9.564
s41152,2,808,no warning,control,1B,10,7.923
s41152,2,808,no warning,truncated,1B,11,9.541
s41152,2,808,no warning,control,1B,12,10.042
s41152,2,808,no warning,truncated,1B,13,9.051
s41152,2,808,no warning,control,1B,14,12.283
s41152,2,808,no warning,truncated,1B,15,23.014
s41152,2,808,no warning,control,1B,16,8.863
s41152,2,808,no warning,truncated,1B,17,11.189
s41152,2,808,no warning,control,1B,18,7.952
s41152,2,808,no warning,truncated,1B,19,9.014
s41152,2,808,no warning,control,1B,20,10.965
s41152,2,808,no warning,truncated,1B,21,11.328
s41152,2,808,no warning,control,1B,22,8.707
s41152,2,808,no warning,truncated,1B,23,8.434
s41152,2,808,no warning,control,1B,24,8.215
s41152,2,808,no warning,truncated,1B,25,11.636
s41152,2,808,no warning,control,1B,26,9.349
s41152,2,808,no warning,truncated,1B,27,8.661
s41152,2,808,no warning,control,1B,28,8.555
s41152,2,808,no warning,truncated,1B,29,6.295
s41152,2,808,no warning,control,1B,30,13.139
s41152,2,808,no warning,truncated,1B,31,10.997
s41152,2,808,no warning,control,1B,32,9.649
s41152,2,808,no warning,truncated,1B,33,14.898
s41152,2,808,no warning,control,1B,34,10.752
s41152,2,808,no warning,truncated,1B,35,10.693
s41152,2,808,no warning,control,1B,36,6.697
s41152,2,808,no warning,truncated,1B,37,11.846
s41152,2,808,no warning,control,1B,38,17.879
s41152,2,808,no warning,truncated,1B,39,7.606
s41152,2,808,no warning,control,1B,40,8.176
s41153,1,2434,no warning,truncated,1B,1,3.982
s41153,1,2434,no warning,control,1B,2,3.5
s41153,1,2434,no warning,truncated,1B,3,3.995
