participantid,subject_condition,graph_condition,group,session,question,rating,check,order
s41051,no warning,control,2B,1,10,4,NA,1
s41051,no warning,truncated,2B,1,11,7,NA,34
s41051,no warning,control,2B,1,12,1,NA,13
s41051,no warning,truncated,2B,1,13,7,NA,22
s41051,no warning,control,2B,1,14,7,NA,8
s41051,no warning,truncated,2B,1,15,3,NA,39
s41051,no warning,control,2B,1,16,2,NA,23
s41051,no warning,truncated,2B,1,17,4,NA,5
s41051,no warning,control,2B,1,18,3,NA,24
s41051,no warning,truncated,2B,1,19,7,NA,40
s41051,no warning,control,2B,1,20,7,NA,14
s41051,no warning,truncated,2B,1,21,3,NA,15
s41051,no warning,control,2B,1,22,5,NA,11
s41051,no warning,truncated,2B,1,23,2,NA,33
s41051,no warning,control,2B,1,24,3,NA,36
s41051,no warning,truncated,2B,1,25,7,NA,31
s41051,no warning,control,2B,1,26,5,NA,4
s41051,no warning,truncated,2B,1,27,1,NA,12
s41051,no warning,control,2B,1,28,2,NA,2
s41051,no warning,truncated,2B,1,29,7,NA,20
s41051,no warning,control,2B,1,30,3,NA,17
s41051,no warning,truncated,2B,1,31,6,NA,9
s41051,no warning,control,2B,1,32,2,NA,28
s41051,no warning,truncated,2B,1,33,7,NA,30
s41051,no warning,control,2B,1,34,4,NA,35
s41051,no warning,truncated,2B,1,35,7,NA,29
s41051,no warning,control,2B,1,36,3,NA,7
s41051,no warning,truncated,2B,1,37,3,NA,38
s41051,no warning,control,2B,1,38,3,NA,3
s41051,no warning,truncated,2B,1,39,3,NA,25
s41051,no warning,control,2B,1,40,5,NA,27
s41051,no warning,control,1A,2,1,3,NA,15
s41051,no warning,truncated,1A,2,2,4,NA,8
s41051,no warning,control,1A,2,3,2,NA,24
s41051,no warning,truncated,1A,2,4,7,NA,17
s41051,no warning,control,1A,2,5,4,NA,20
s41051,no warning,truncated,1A,2,6,4,NA,14
s41051,no warning,control,1A,2,7,7,NA,1
s41051,no warning,truncated,1A,2,8,6,NA,34
s41051,no warning,control,1A,2,9,3,NA,32
s41051,no warning,truncated,1A,2,10,4,NA,31
s41051,no warning,control,1A,2,11,3,NA,28
s41051,no warning,truncated,1A,2,12,6,NA,3
s41051,no warning,control,1A,2,13,6,NA,12
s41051,no warning,truncated,1A,2,14,7,NA,18
s41051,no warning,control,1A,2,15,6,NA,5
s41051,no warning,truncated,1A,2,16,7,NA,7
s41051,no warning,control,1A,2,17,2,NA,27
s41051,no warning,truncated,1A,2,18,3,NA,25
s41051,no warning,control,1A,2,19,5,NA,40
s41051,no warning,truncated,1A,2,20,5,NA,19
s41051,no warning,control,1A,2,21,3,NA,38
s41051,no warning,truncated,1A,2,22,3,NA,10
s41051,no warning,control,1A,2,23,7,NA,21
s41051,no warning,truncated,1A,2,24,4,NA,30
s41051,no warning,control,1A,2,25,6,NA,33
s41051,no warning,truncated,1A,2,26,6,NA,36
s41051,no warning,control,1A,2,27,3,NA,4
s41051,no warning,truncated,1A,2,28,7,NA,6
s41051,no warning,control,1A,2,29,5,NA,23
s41051,no warning,truncated,1A,2,30,4,NA,37
s41051,no warning,control,1A,2,31,4,NA,39
s41051,no warning,truncated,1A,2,32,7,NA,35
s41051,no warning,control,1A,2,33,3,NA,22
s41051,no warning,truncated,1A,2,34,7,NA,2
s41051,no warning,control,1A,2,35,6,NA,29
s41051,no warning,truncated,1A,2,36,4,NA,9
s41051,no warning,control,1A,2,37,3,NA,16
s41051,no warning,truncated,1A,2,38,7,NA,26
s41051,no warning,control,1A,2,39,1,NA,13
s41051,no warning,truncated,1A,2,40,4,NA,11
s41052,warning,control,2A,1,1,5,right,5
s41052,warning,truncated,2A,1,2,6,right,30
s41052,warning,control,2A,1,3,4,right,36
s41052,warning,truncated,2A,1,4,7,right,9
s41052,warning,control,2A,1,5,6,right,12
s41052,warning,truncated,2A,1,6,7,right,18
s41052,warning,control,2A,1,7,5,right,16
s41052,warning,truncated,2A,1,8,3,right,28
s41052,warning,control,2A,1,9,5,right,38
s41052,warning,truncated,2A,1,10,2,right,8
s41052,warning,control,2A,1,11,5,right,24
s41052,warning,truncated,2A,1,12,6,right,3
s41052,warning,control,2A,1,13,7,right,7
s41052,warning,truncated,2A,1,14,6,right,32
s41052,warning,control,2A,1,15,2,right,11
s41052,warning,truncated,2A,1,16,6,right,2
s41052,warning,control,2A,1,17,7,right,40
s41052,warning,truncated,2A,1,18,6,right,35
s41052,warning,control,2A,1,19,6,right,20
s41052,warning,truncated,2A,1,20,3,right,10
s41052,warning,control,2A,1,21,3,right,1
s41052,warning,truncated,2A,1,22,6,right,4
s41052,warning,control,2A,1,23,3,right,15
s41052,warning,truncated,2A,1,24,2,right,34
s41052,warning,control,2A,1,25,3,right,17
s41052,warning,truncated,2A,1,26,7,right,25
s41052,warning,control,2A,1,27,4,right,6
s41052,warning,truncated,2A,1,28,4,right,13
s41052,warning,control,2A,1,29,4,right,29
s41052,warning,truncated,2A,1,30,3,right,37
s41052,warning,control,2A,1,31,5,right,23
s41052,warning,truncated,2A,1,32,6,right,27
s41052,warning,control,2A,1,33,5,right,31
s41052,warning,truncated,2A,1,34,4,right,33
s41052,warning,control,2A,1,35,3,right,22
s41052,warning,truncated,2A,1,36,7,right,14
s41052,warning,control,2A,1,37,5,right,21
s41052,warning,truncated,2A,1,38,6,right,26
s41052,warning,control,2A,1,39,6,right,39
s41052,warning,truncated,2A,1,40,6,right,19
s41052,warning,control,1A,2,1,2,right,30
s41052,warning,truncated,1A,2,2,5,right,25
s41052,warning,control,1A,2,3,1,right,36
s41052,warning,truncated,1A,2,4,2,right,2
s41052,warning,control,1A,2,5,6,right,5
s41052,warning,truncated,1A,2,6,5,right,21
s41052,warning,control,1A,2,7,6,right,22
s41052,warning,truncated,1A,2,8,6,right,39
s41052,warning,control,1A,2,9,6,right,23
s41052,warning,truncated,1A,2,10,5,right,16
s41052,warning,control,1A,2,11,5,right,3
s41052,warning,truncated,1A,2,12,7,right,34
s41052,warning,control,1A,2,13,6,right,28
s41052,warning,truncated,1A,2,14,7,right,35
s41052,warning,control,1A,2,15,7,right,14
s41052,warning,truncated,1A,2,16,7,right,11
s41052,warning,control,1A,2,17,3,right,40
s41052,warning,truncated,1A,2,18,6,right,6
s41052,warning,control,1A,2,19,5,right,1
s41052,warning,truncated,1A,2,20,6,right,19
s41052,warning,control,1A,2,21,4,right,33
s41052,warning,truncated,1A,2,22,1,right,18
s41052,warning,control,1A,2,23,7,right,32
s41052,warning,truncated,1A,2,24,4,right,20
s41052,warning,control,1A,2,25,6,right,24
s41052,warning,truncated,1A,2,26,5,right,4
s41052,warning,control,1A,2,27,1,right,31
s41052,warning,truncated,1A,2,28,6,right,12
s41052,warning,control,1A,2,29,7,right,17
s41052,warning,truncated,1A,2,30,3,right,13
s41052,warning,control,1A,2,31,6,right,26
s41052,warning,truncated,1A,2,32,4,right,7
s41052,warning,control,1A,2,33,4,right,27
s41052,warning,truncated,1A,2,34,7,right,9
s41052,warning,control,1A,2,35,4,right,37
s41052,warning,truncated,1A,2,36,7,right,15
s41052,warning,control,1A,2,37,5,right,8
s41052,warning,truncated,1A,2,38,7,right,10
s41052,warning,control,1A,2,39,1,right,29
s41052,warning,truncated,1A,2,40,5,right,38
s41053,warning,control,1A,1,1,3,right,6
s41053,warning,truncated,1A,1,2,5,right,30
s41053,warning,control,1A,1,3,2,right,32
s41053,warning,truncated,1A,1,4,5,right,26
s41053,warning,control,1A,1,5,6,right,12
s41053,warning,truncated,1A,1,6,3,right,24
s41053,warning,control,1A,1,7,3,right,1
s41053,warning,truncated,1A,1,8,2,right,17
s41053,warning,control,1A,1,9,4,right,8
s41053,warning,truncated,1A,1,10,3,right,39
s41053,warning,control,1A,1,11,3,right,19
s41053,warning,truncated,1A,1,12,4,right,9
s41053,warning,control,1A,1,13,6,right,15
s41053,warning,truncated,1A,1,14,7,right,11
s41053,warning,control,1A,1,15,6,right,33
s41053,warning,truncated,1A,1,16,5,right,2
s41053,warning,control,1A,1,17,2,right,5
s41053,warning,truncated,1A,1,18,2,right,23
s41053,warning,control,1A,1,19,4,right,21
s41053,warning,truncated,1A,1,20,6,right,27
s41053,warning,control,1A,1,21,2,right,16
s41053,warning,truncated,1A,1,22,2,right,25
s41053,warning,control,1A,1,23,7,right,29
s41053,warning,truncated,1A,1,24,2,right,18
s41053,warning,control,1A,1,25,5,right,37
s41053,warning,truncated,1A,1,26,4,right,22
s41053,warning,control,1A,1,27,2,right,28
s41053,warning,truncated,1A,1,28,5,right,40
s41053,warning,control,1A,1,29,6,right,4
s41053,warning,truncated,1A,1,30,4,right,31
s41053,warning,control,1A,1,31,6,right,20
s41053,warning,truncated,1A,1,32,7,right,35
s41053,warning,control,1A,1,33,4,right,38
s41053,warning,truncated,1A,1,34,6,right,13
s41053,warning,control,1A,1,35,3,right,36
s41053,warning,truncated,1A,1,36,2,right,7
s41053,warning,control,1A,1,37,3,right,10
s41053,warning,truncated,1A,1,38,7,right,14
s41053,warning,control,1A,1,39,1,right,3
s41053,warning,truncated,1A,1,40,3,right,34
s41053,warning,control,2A,2,1,3,right,36
s41053,warning,truncated,2A,2,2,4,right,25
s41053,warning,control,2A,2,3,2,right,34
s41053,warning,truncated,2A,2,4,7,right,16
s41053,warning,control,2A,2,5,4,right,10
s41053,warning,truncated,2A,2,6,5,right,17
s41053,warning,control,2A,2,7,3,right,23
s41053,warning,truncated,2A,2,8,6,right,2
s41053,warning,control,2A,2,9,2,right,21
s41053,warning,truncated,2A,2,10,2,right,32
s41053,warning,control,2A,2,11,4,right,6
s41053,warning,truncated,2A,2,12,2,right,38
s41053,warning,control,2A,2,13,4,right,12
s41053,warning,truncated,2A,2,14,5,right,35
s41053,warning,control,2A,2,15,2,right,29
s41053,warning,truncated,2A,2,16,3,right,3
s41053,warning,control,2A,2,17,2,right,39
s41053,warning,truncated,2A,2,18,6,right,9
s41053,warning,control,2A,2,19,5,right,14
s41053,warning,truncated,2A,2,20,4,right,18
s41053,warning,control,2A,2,21,2,right,28
s41053,warning,truncated,2A,2,22,6,right,26
s41053,warning,control,2A,2,23,2,right,11
s41053,warning,truncated,2A,2,24,3,right,27
s41053,warning,control,2A,2,25,5,right,19
s41053,warning,truncated,2A,2,26,7,right,5
s41053,warning,control,2A,2,27,1,right,15
s41053,warning,truncated,2A,2,28,3,right,31
s41053,warning,control,2A,2,29,3,right,1
s41053,warning,truncated,2A,2,30,5,right,8
s41053,warning,control,2A,2,31,2,right,33
s41053,warning,truncated,2A,2,32,2,right,37
s41053,warning,control,2A,2,33,4,right,4
s41053,warning,truncated,2A,2,34,3,right,24
s41053,warning,control,2A,2,35,5,right,20
s41053,warning,truncated,2A,2,36,5,right,30
s41053,warning,control,2A,2,37,2,right,7
s41053,warning,truncated,2A,2,38,3,right,22
s41053,warning,control,2A,2,39,1,right,40
s41053,warning,truncated,2A,2,40,7,right,13
s41054,no warning,control,1A,1,1,7,NA,17
s41054,no warning,truncated,1A,1,2,5,NA,13
s41054,no warning,control,1A,1,3,5,NA,25
s41054,no warning,truncated,1A,1,4,6,NA,1
s41054,no warning,control,1A,1,5,6,NA,20
s41054,no warning,truncated,1A,1,6,6,NA,36
s41054,no warning,control,1A,1,7,6,NA,16
s41054,no warning,truncated,1A,1,8,7,NA,7
s41054,no warning,control,1A,1,9,6,NA,21
s41054,no warning,truncated,1A,1,10,5,NA,39
s41054,no warning,control,1A,1,11,5,NA,28
s41054,no warning,truncated,1A,1,12,5,NA,10
s41054,no warning,control,1A,1,13,7,NA,22
s41054,no warning,truncated,1A,1,14,7,NA,29
s41054,no warning,control,1A,1,15,6,NA,3
s41054,no warning,truncated,1A,1,16,6,NA,23
s41054,no warning,control,1A,1,17,7,NA,27
s41054,no warning,truncated,1A,1,18,5,NA,6
s41054,no warning,control,1A,1,19,7,NA,24
s41054,no warning,truncated,1A,1,20,6,NA,8
s41054,no warning,control,1A,1,21,6,NA,34
s41054,no warning,truncated,1A,1,22,6,NA,31
s41054,no warning,control,1A,1,23,6,NA,5
s41054,no warning,truncated,1A,1,24,6,NA,33
s41054,no warning,control,1A,1,25,7,NA,30
s41054,no warning,truncated,1A,1,26,6,NA,12
s41054,no warning,control,1A,1,27,5,NA,11
s41054,no warning,truncated,1A,1,28,7,NA,35
s41054,no warning,control,1A,1,29,6,NA,37
s41054,no warning,truncated,1A,1,30,6,NA,9
s41054,no warning,control,1A,1,31,6,NA,14
s41054,no warning,truncated,1A,1,32,7,NA,32
s41054,no warning,control,1A,1,33,6,NA,40
s41054,no warning,truncated,1A,1,34,7,NA,38
s41054,no warning,control,1A,1,35,6,NA,15
s41054,no warning,truncated,1A,1,36,6,NA,26
s41054,no warning,control,1A,1,37,6,NA,2
s41054,no warning,truncated,1A,1,38,6,NA,18
s41054,no warning,control,1A,1,39,6,NA,4
s41054,no warning,truncated,1A,1,40,6,NA,19
s41054,no warning,control,2A,2,1,5,NA,30
s41054,no warning,truncated,2A,2,2,6,NA,20
s41054,no warning,control,2A,2,3,5,NA,39
s41054,no warning,truncated,2A,2,4,6,NA,4
s41054,no warning,control,2A,2,5,5,NA,14
s41054,no warning,truncated,2A,2,6,6,NA,25
s41054,no warning,control,2A,2,7,5,NA,3
s41054,no warning,truncated,2A,2,8,6,NA,22
s41054,no warning,control,2A,2,9,7,NA,5
s41054,no warning,truncated,2A,2,10,6,NA,11
s41054,no warning,control,2A,2,11,6,NA,8
s41054,no warning,truncated,2A,2,12,6,NA,6
s41054,no warning,control,2A,2,13,7,NA,26
s41054,no warning,truncated,2A,2,14,6,NA,15
s41054,no warning,control,2A,2,15,5,NA,10
s41054,no warning,truncated,2A,2,16,5,NA,35
s41054,no warning,control,2A,2,17,7,NA,36
s41054,no warning,truncated,2A,2,18,7,NA,23
s41054,no warning,control,2A,2,19,7,NA,34
s41054,no warning,truncated,2A,2,20,6,NA,37
s41054,no warning,control,2A,2,21,7,NA,29
s41054,no warning,truncated,2A,2,22,5,NA,16
s41054,no warning,control,2A,2,23,6,NA,7
s41054,no warning,truncated,2A,2,24,7,NA,17
s41054,no warning,control,2A,2,25,6,NA,31
s41054,no warning,truncated,2A,2,26,5,NA,33
s41054,no warning,control,2A,2,27,6,NA,2
s41054,no warning,truncated,2A,2,28,5,NA,28
s41054,no warning,control,2A,2,29,5,NA,38
s41054,no warning,truncated,2A,2,30,6,NA,21
s41054,no warning,control,2A,2,31,7,NA,40
s41054,no warning,truncated,2A,2,32,5,NA,19
s41054,no warning,control,2A,2,33,6,NA,27
s41054,no warning,truncated,2A,2,34,5,NA,12
s41054,no warning,control,2A,2,35,6,NA,18
s41054,no warning,truncated,2A,2,36,4,NA,32
s41054,no warning,control,2A,2,37,6,NA,13
s41054,no warning,truncated,2A,2,38,5,NA,24
s41054,no warning,control,2A,2,39,6,NA,9
s41054,no warning,truncated,2A,2,40,6,NA,1
s41055,no warning,truncated,2B,1,1,4,NA,15
s41055,no warning,control,2B,1,2,7,NA,40
s41055,no warning,truncated,2B,1,3,5,NA,12
s41055,no warning,control,2B,1,4,7,NA,18
s41055,no warning,truncated,2B,1,5,7,NA,26
s41055,no warning,control,2B,1,6,5,NA,11
s41055,no warning,truncated,2B,1,7,6,NA,27
s41055,no warning,control,2B,1,8,3,NA,14
s41055,no warning,truncated,2B,1,9,5,NA,2
s41055,no warning,control,2B,1,10,6,NA,24
s41055,no warning,truncated,2B,1,11,7,NA,30
s41055,no warning,control,2B,1,12,2,NA,7
s41055,no warning,truncated,2B,1,13,7,NA,17
s41055,no warning,control,2B,1,14,5,NA,13
s41055,no warning,truncated,2B,1,15,5,NA,39
s41055,no warning,control,2B,1,16,2,NA,6
s41055,no warning,truncated,2B,1,17,3,NA,31
s41055,no warning,control,2B,1,18,4,NA,9
s41055,no warning,truncated,2B,1,19,5,NA,8
s41055,no warning,control,2B,1,20,5,NA,38
s41055,no warning,truncated,2B,1,21,7,NA,19
s41055,no warning,control,2B,1,22,4,NA,35
s41055,no warning,truncated,2B,1,23,5,NA,29
s41055,no warning,control,2B,1,24,4,NA,37
s41055,no warning,truncated,2B,1,25,6,NA,25
s41055,no warning,control,2B,1,26,5,NA,10
s41055,no warning,truncated,2B,1,27,7,NA,22
s41055,no warning,control,2B,1,28,2,NA,33
s41055,no warning,truncated,2B,1,29,6,NA,5
s41055,no warning,control,2B,1,30,3,NA,3
s41055,no warning,truncated,2B,1,31,6,NA,20
s41055,no warning,control,2B,1,32,2,NA,34
s41055,no warning,truncated,2B,1,33,5,NA,36
s41055,no warning,control,2B,1,34,4,NA,1
s41055,no warning,truncated,2B,1,35,6,NA,16
s41055,no warning,control,2B,1,36,3,NA,28
s41055,no warning,truncated,2B,1,37,6,NA,4
s41055,no warning,control,2B,1,38,2,NA,32
s41055,no warning,truncated,2B,1,39,6,NA,23
s41055,no warning,control,2B,1,40,6,NA,21
s41055,no warning,control,1A,2,1,4,NA,8
s41055,no warning,truncated,1A,2,2,7,NA,17
s41055,no warning,control,1A,2,3,2,NA,24
s41055,no warning,truncated,1A,2,4,6,NA,34
s41055,no warning,control,1A,2,5,4,NA,32
s41055,no warning,truncated,1A,2,6,7,NA,13
s41055,no warning,control,1A,2,7,3,NA,15
s41055,no warning,truncated,1A,2,8,4,NA,10
s41055,no warning,control,1A,2,9,3,NA,6
s41055,no warning,truncated,1A,2,10,4,NA,30
s41055,no warning,control,1A,2,11,4,NA,31
s41055,no warning,truncated,1A,2,12,4,NA,9
s41055,no warning,control,1A,2,13,5,NA,40
s41055,no warning,truncated,1A,2,14,5,NA,26
s41055,no warning,control,1A,2,15,5,NA,5
s41055,no warning,truncated,1A,2,16,5,NA,37
s41055,no warning,control,1A,2,17,3,NA,7
s41055,no warning,truncated,1A,2,18,3,NA,22
s41055,no warning,control,1A,2,19,5,NA,21
s41055,no warning,truncated,1A,2,20,7,NA,12
s41055,no warning,control,1A,2,21,5,NA,11
s41055,no warning,truncated,1A,2,22,7,NA,2
s41055,no warning,control,1A,2,23,6,NA,35
s41055,no warning,truncated,1A,2,24,6,NA,18
s41055,no warning,control,1A,2,25,6,NA,4
s41055,no warning,truncated,1A,2,26,5,NA,20
s41055,no warning,control,1A,2,27,2,NA,23
s41055,no warning,truncated,1A,2,28,7,NA,16
s41055,no warning,control,1A,2,29,5,NA,39
s41055,no warning,truncated,1A,2,30,6,NA,14
s41055,no warning,control,1A,2,31,4,NA,25
s41055,no warning,truncated,1A,2,32,5,NA,36
s41055,no warning,control,1A,2,33,2,NA,27
s41055,no warning,truncated,1A,2,34,5,NA,19
s41055,no warning,control,1A,2,35,3,NA,1
s41055,no warning,truncated,1A,2,36,3,NA,28
s41055,no warning,control,1A,2,37,3,NA,3
s41055,no warning,truncated,1A,2,38,7,NA,38
s41055,no warning,control,1A,2,39,1,NA,29
s41055,no warning,truncated,1A,2,40,3,NA,33
s41056,no warning,truncated,2B,1,1,3,NA,30
s41056,no warning,control,2B,1,2,7,NA,37
s41056,no warning,truncated,2B,1,3,1,NA,28
s41056,no warning,control,2B,1,4,6,NA,13
s41056,no warning,truncated,2B,1,5,3,NA,36
s41056,no warning,control,2B,1,6,2,NA,23
s41056,no warning,truncated,2B,1,7,6,NA,7
s41056,no warning,control,2B,1,8,3,NA,1
s41056,no warning,truncated,2B,1,9,4,NA,34
s41056,no warning,control,2B,1,10,6,NA,24
s41056,no warning,truncated,2B,1,11,5,NA,19
s41056,no warning,control,2B,1,12,1,NA,3
s41056,no warning,truncated,2B,1,13,5,NA,25
s41056,no warning,control,2B,1,14,4,NA,17
s41056,no warning,truncated,2B,1,15,3,NA,38
s41056,no warning,control,2B,1,16,1,NA,39
s41056,no warning,truncated,2B,1,17,2,NA,6
s41056,no warning,control,2B,1,18,3,NA,33
s41056,no warning,truncated,2B,1,19,3,NA,8
s41056,no warning,control,2B,1,20,2,NA,40
s41056,no warning,truncated,2B,1,21,5,NA,10
s41056,no warning,control,2B,1,22,3,NA,16
s41056,no warning,truncated,2B,1,23,2,NA,32
s41056,no warning,control,2B,1,24,2,NA,20
s41056,no warning,truncated,2B,1,25,4,NA,9
s41056,no warning,control,2B,1,26,4,NA,15
s41056,no warning,truncated,2B,1,27,3,NA,26
s41056,no warning,control,2B,1,28,1,NA,31
s41056,no warning,truncated,2B,1,29,6,NA,12
s41056,no warning,control,2B,1,30,2,NA,18
s41056,no warning,truncated,2B,1,31,4,NA,35
s41056,no warning,control,2B,1,32,1,NA,14
s41056,no warning,truncated,2B,1,33,5,NA,11
s41056,no warning,control,2B,1,34,2,NA,27
s41056,no warning,truncated,2B,1,35,7,NA,4
s41056,no warning,control,2B,1,36,3,NA,22
s41056,no warning,truncated,2B,1,37,4,NA,29
s41056,no warning,control,2B,1,38,2,NA,21
s41056,no warning,truncated,2B,1,39,3,NA,5
s41056,no warning,control,2B,1,40,4,NA,2
s41056,no warning,truncated,1B,2,1,3,NA,8
s41056,no warning,control,1B,2,2,5,NA,32
s41056,no warning,truncated,1B,2,3,1,NA,6
s41056,no warning,control,1B,2,4,2,NA,35
s41056,no warning,truncated,1B,2,5,4,NA,40
s41056,no warning,control,1B,2,6,3,NA,18
s41056,no warning,truncated,1B,2,7,3,NA,23
s41056,no warning,control,1B,2,8,2,NA,33
s41056,no warning,truncated,1B,2,9,2,NA,5
s41056,no warning,control,1B,2,10,1,NA,17
s41056,no warning,truncated,1B,2,11,3,NA,4
s41056,no warning,control,1B,2,12,4,NA,1
s41056,no warning,truncated,1B,2,13,5,NA,22
s41056,no warning,control,1B,2,14,6,NA,27
s41056,no warning,truncated,1B,2,15,3,NA,20
s41056,no warning,control,1B,2,16,3,NA,39
s41056,no warning,truncated,1B,2,17,3,NA,11
s41056,no warning,control,1B,2,18,1,NA,24
s41056,no warning,truncated,1B,2,19,5,NA,16
s41056,no warning,control,1B,2,20,4,NA,26
s41056,no warning,truncated,1B,2,21,5,NA,25
s41056,no warning,control,1B,2,22,5,NA,29
s41056,no warning,truncated,1B,2,23,6,NA,12
s41056,no warning,control,1B,2,24,3,NA,21
s41056,no warning,truncated,1B,2,25,6,NA,19
s41056,no warning,control,1B,2,26,3,NA,30
s41056,no warning,truncated,1B,2,27,2,NA,14
s41056,no warning,control,1B,2,28,3,NA,10
s41056,no warning,truncated,1B,2,29,5,NA,15
s41056,no warning,control,1B,2,30,3,NA,9
s41056,no warning,truncated,1B,2,31,3,NA,31
s41056,no warning,control,1B,2,32,5,NA,37
s41056,no warning,truncated,1B,2,33,2,NA,34
s41056,no warning,control,1B,2,34,2,NA,2
s41056,no warning,truncated,1B,2,35,3,NA,28
s41056,no warning,control,1B,2,36,1,NA,38
s41056,no warning,truncated,1B,2,37,3,NA,36
s41056,no warning,control,1B,2,38,6,NA,13
s41056,no warning,truncated,1B,2,39,1,NA,7
s41056,no warning,control,1B,2,40,1,NA,3
s41057,no warning,truncated,1B,1,1,3,NA,29
s41057,no warning,control,1B,1,2,4,NA,24
s41057,no warning,truncated,1B,1,3,4,NA,10
s41057,no warning,control,1B,1,4,6,NA,20
s41057,no warning,truncated,1B,1,5,7,NA,39
s41057,no warning,control,1B,1,6,3,NA,33
s41057,no warning,truncated,1B,1,7,6,NA,28
s41057,no warning,control,1B,1,8,3,NA,36
s41057,no warning,truncated,1B,1,9,5,NA,26
