participantID,duration,subject_condition,graph_condition,group,question,time
s31045,254,no warning,control,B,24,2.407
s31045,254,no warning,truncated,B,25,1.319
s31045,254,no warning,control,B,26,1.715
s31045,254,no warning,truncated,B,27,2.428
s31045,254,no warning,control,B,28,3.833
s31045,254,no warning,truncated,B,29,1.22
s31045,254,no warning,control,B,30,1.975
s31045,254,no warning,truncated,B,31,1.447
s31045,254,no warning,control,B,32,60.277
s31045,254,no warning,truncated,B,33,1.107
s31045,254,no warning,control,B,34,1.641
s31045,254,no warning,truncated,B,35,2.479
s31045,254,no warning,control,B,36,1.43
s31045,254,no warning,truncated,B,37,4.273
s31045,254,no warning,control,B,38,1.291
s31045,254,no warning,truncated,B,39,3.269
s31045,254,no warning,control,B,40,2.176
s31046,2182,no warning,NA,B,instructions,12.216
s31046,2182,no warning,truncated,B,1,89.096
s31046,2182,no warning,control,B,2,52.205
s31046,2182,no warning,truncated,B,3,34.113
s31046,2182,no warning,control,B,4,33.766
s31046,2182,no warning,truncated,B,5,46.782
s31046,2182,no warning,control,B,6,11.593
s31046,2182,no warning,truncated,B,7,29.953
s31046,2182,no warning,control,B,8,47.942
s31046,2182,no warning,truncated,B,9,33.167
s31046,2182,no warning,control,B,10,29.74
s31046,2182,no warning,truncated,B,11,26.589
s31046,2182,no warning,control,B,12,28.558
s31046,2182,no warning,truncated,B,13,50.419
s31046,2182,no warning,control,B,14,101.989
s31046,2182,no warning,truncated,B,15,67.951
s31046,2182,no warning,control,B,16,33.354
s31046,2182,no warning,truncated,B,17,44.688
s31046,2182,no warning,control,B,18,11.058
s31046,2182,no warning,truncated,B,19,41.681
s31046,2182,no warning,control,B,20,28.826
s31046,2182,no warning,truncated,B,21,39.918
s31046,2182,no warning,control,B,22,64.591
s31046,2182,no warning,truncated,B,23,59.736
s31046,2182,no warning,control,B,24,50.84
s31046,2182,no warning,truncated,B,25,12.619
s31046,2182,no warning,control,B,26,22.956
s31046,2182,no warning,truncated,B,27,43.345
s31046,2182,no warning,control,B,28,23.39
s31046,2182,no warning,truncated,B,29,14.348
s31046,2182,no warning,control,B,30,29.364
s31046,2182,no warning,truncated,B,31,41.301
s31046,2182,no warning,control,B,32,276.494
s31046,2182,no warning,truncated,B,33,49.457
s31046,2182,no warning,control,B,34,24.112
s31046,2182,no warning,truncated,B,35,52.537
s31046,2182,no warning,control,B,36,37.138
s31046,2182,no warning,truncated,B,37,11.919
s31046,2182,no warning,control,B,38,35.328
s31046,2182,no warning,truncated,B,39,29.089
s31046,2182,no warning,control,B,40,86.685
s31047,2430,warning,NA,A,instructions,266.616
s31047,2430,warning,control,A,1,5.521
s31047,2430,warning,truncated,A,2,7.374
s31047,2430,warning,control,A,3,58.229
s31047,2430,warning,truncated,A,4,18.914
s31047,2430,warning,control,A,5,11.248
s31047,2430,warning,truncated,A,6,6.036
s31047,2430,warning,control,A,7,6.744
s31047,2430,warning,truncated,A,8,81.698
s31047,2430,warning,control,A,9,10.877
s31047,2430,warning,truncated,A,10,4.795
s31047,2430,warning,control,A,11,7.122
s31047,2430,warning,truncated,A,12,376.223
s31047,2430,warning,control,A,13,5.749
s31047,2430,warning,truncated,A,14,31.767
s31047,2430,warning,control,A,15,381.265
s31047,2430,warning,truncated,A,16,4.563
s31047,2430,warning,control,A,17,122.485
s31047,2430,warning,truncated,A,18,17.598
s31047,2430,warning,control,A,19,6.825
s31047,2430,warning,truncated,A,20,112.857
s31047,2430,warning,control,A,21,7.628
s31047,2430,warning,truncated,A,22,6.668
s31047,2430,warning,control,A,23,88.47
s31047,2430,warning,truncated,A,24,5.297
s31047,2430,warning,control,A,25,7.991
s31047,2430,warning,truncated,A,26,9.928
s31047,2430,warning,control,A,27,10.698
s31047,2430,warning,truncated,A,28,47.433
s31047,2430,warning,control,A,29,6
s31047,2430,warning,truncated,A,30,8.377
s31047,2430,warning,control,A,31,5.564
s31047,2430,warning,truncated,A,32,9.26
s31047,2430,warning,control,A,33,66.36
s31047,2430,warning,truncated,A,34,10.694
s31047,2430,warning,control,A,35,131.901
s31047,2430,warning,truncated,A,36,4.649
s31047,2430,warning,control,A,37,7.831
s31047,2430,warning,truncated,A,38,8.192
s31047,2430,warning,control,A,39,160.467
s31047,2430,warning,truncated,A,40,5.969
s31048,671,no warning,NA,B,instructions,7.725
s31048,671,no warning,truncated,B,1,113.6
s31048,671,no warning,control,B,2,3.48
s31048,671,no warning,truncated,B,3,4.561
s31048,671,no warning,control,B,4,3.38
s31048,671,no warning,truncated,B,5,7.101
s31048,671,no warning,control,B,6,3.164
s31048,671,no warning,truncated,B,7,2.784
s31048,671,no warning,control,B,8,4.099
s31048,671,no warning,truncated,B,9,8.096
s31048,671,no warning,control,B,10,3.629
s31048,671,no warning,truncated,B,11,5.846
s31048,671,no warning,control,B,12,3.041
s31048,671,no warning,truncated,B,13,2.628
s31048,671,no warning,control,B,14,4.69
s31048,671,no warning,truncated,B,15,8.608
s31048,671,no warning,control,B,16,5.497
s31048,671,no warning,truncated,B,17,2.991
s31048,671,no warning,control,B,18,8.206
s31048,671,no warning,truncated,B,19,3.582
s31048,671,no warning,control,B,20,2.143
s31048,671,no warning,truncated,B,21,3.855
s31048,671,no warning,control,B,22,4.26
s31048,671,no warning,truncated,B,23,5.776
s31048,671,no warning,control,B,24,81.589
s31048,671,no warning,truncated,B,25,2.643
s31048,671,no warning,control,B,26,4.307
s31048,671,no warning,truncated,B,27,2.977
s31048,671,no warning,control,B,28,13.131
s31048,671,no warning,truncated,B,29,4.772
s31048,671,no warning,control,B,30,3.628
s31048,671,no warning,truncated,B,31,4.162
s31048,671,no warning,control,B,32,15.409
s31048,671,no warning,truncated,B,33,3.46
s31048,671,no warning,control,B,34,5.078
s31048,671,no warning,truncated,B,35,2.504
s31048,671,no warning,control,B,36,3.329
s31048,671,no warning,truncated,B,37,8.593
s31048,671,no warning,control,B,38,3.264
s31048,671,no warning,truncated,B,39,30.686
s31048,671,no warning,control,B,40,3.528
s31049,1587,warning,NA,B,instructions,20.944
s31049,1587,warning,truncated,B,1,8.741
s31049,1587,warning,control,B,2,15.329
s31049,1587,warning,truncated,B,3,15.584
s31049,1587,warning,control,B,4,16.751
s31049,1587,warning,truncated,B,5,10.985
s31049,1587,warning,control,B,6,24.974
s31049,1587,warning,truncated,B,7,4.022
s31049,1587,warning,control,B,8,43.639
s31049,1587,warning,truncated,B,9,7.503
s31049,1587,warning,control,B,10,14.336
s31049,1587,warning,truncated,B,11,5.124
s31049,1587,warning,control,B,12,36.849
s31049,1587,warning,truncated,B,13,7.021
s31049,1587,warning,control,B,14,4.953
s31049,1587,warning,truncated,B,15,10.72
s31049,1587,warning,control,B,16,5.842
s31049,1587,warning,truncated,B,17,5.558
s31049,1587,warning,control,B,18,9.086
s31049,1587,warning,truncated,B,19,100.128
s31049,1587,warning,control,B,20,94.01
s31049,1587,warning,truncated,B,21,35.25
s31049,1587,warning,control,B,22,10.322
s31049,1587,warning,truncated,B,23,10.444
s31049,1587,warning,control,B,24,36.407
s31049,1587,warning,truncated,B,25,10.828
s31049,1587,warning,control,B,26,5.53
s31049,1587,warning,truncated,B,27,6.344
s31049,1587,warning,control,B,28,6.211
s31049,1587,warning,truncated,B,29,5.866
s31049,1587,warning,control,B,30,19.868
s31049,1587,warning,truncated,B,31,17.338
s31049,1587,warning,control,B,32,5.506
s31049,1587,warning,truncated,B,33,67.956
s31049,1587,warning,control,B,34,119.144
s31049,1587,warning,truncated,B,35,30.609
s31049,1587,warning,control,B,36,32.008
s31049,1587,warning,truncated,B,37,8.42
s31049,1587,warning,control,B,38,9.414
s31049,1587,warning,truncated,B,39,5.268
s31049,1587,warning,control,B,40,12.447
s31050,387,no warning,NA,A,instructions,3.828
s31050,387,no warning,control,A,1,5.07
s31050,387,no warning,truncated,A,2,10.129
s31050,387,no warning,control,A,3,4.696
s31050,387,no warning,truncated,A,4,7.302
s31050,387,no warning,control,A,5,7.358
s31050,387,no warning,truncated,A,6,5.269
s31050,387,no warning,control,A,7,5.167
s31050,387,no warning,truncated,A,8,4.707
s31050,387,no warning,control,A,9,3.761
s31050,387,no warning,truncated,A,10,5.792
s31050,387,no warning,control,A,11,4.644
s31050,387,no warning,truncated,A,12,7.175
s31050,387,no warning,control,A,13,5.276
s31050,387,no warning,truncated,A,14,5.689
s31050,387,no warning,control,A,15,5.823
s31050,387,no warning,truncated,A,16,4.811
s31050,387,no warning,control,A,17,4.88
s31050,387,no warning,truncated,A,18,8.542
s31050,387,no warning,control,A,19,4.562
s31050,387,no warning,truncated,A,20,6.298
s31050,387,no warning,control,A,21,6.89
s31050,387,no warning,truncated,A,22,7.736
s31050,387,no warning,control,A,23,6.296
s31050,387,no warning,truncated,A,24,7.361
s31050,387,no warning,control,A,25,6.068
s31050,387,no warning,truncated,A,26,3.963
s31050,387,no warning,control,A,27,6.305
s31050,387,no warning,truncated,A,28,11.205
s31050,387,no warning,control,A,29,3.905
s31050,387,no warning,truncated,A,30,6.201
s31050,387,no warning,control,A,31,4.002
s31050,387,no warning,truncated,A,32,4.745
s31050,387,no warning,control,A,33,5.697
s31050,387,no warning,truncated,A,34,6.447
s31050,387,no warning,control,A,35,6.728
s31050,387,no warning,truncated,A,36,6.817
s31050,387,no warning,control,A,37,8.691
s31050,387,no warning,truncated,A,38,11.034
s31050,387,no warning,control,A,39,7.781
s31050,387,no warning,truncated,A,40,4.595
s31051,1112,warning,NA,A,instructions,19.971
s31051,1112,warning,control,A,1,31.198
s31051,1112,warning,truncated,A,2,20.269
s31051,1112,warning,control,A,3,8.19
s31051,1112,warning,truncated,A,4,9.014
s31051,1112,warning,control,A,5,12.727
s31051,1112,warning,truncated,A,6,7.155
s31051,1112,warning,control,A,7,12.415
s31051,1112,warning,truncated,A,8,11.006
s31051,1112,warning,control,A,9,22.19
s31051,1112,warning,truncated,A,10,14.07
s31051,1112,warning,control,A,11,52.182
s31051,1112,warning,truncated,A,12,11.524
s31051,1112,warning,control,A,13,9.075
s31051,1112,warning,truncated,A,14,88.638
s31051,1112,warning,control,A,15,11.132
s31051,1112,warning,truncated,A,16,13.819
s31051,1112,warning,control,A,17,7.891
s31051,1112,warning,truncated,A,18,43.444
s31051,1112,warning,control,A,19,12.812
s31051,1112,warning,truncated,A,20,16.413
s31051,1112,warning,control,A,21,26.479
s31051,1112,warning,truncated,A,22,9.908
s31051,1112,warning,control,A,23,12.09
s31051,1112,warning,truncated,A,24,12.558
s31051,1112,warning,control,A,25,13.725
s31051,1112,warning,truncated,A,26,14.501
s31051,1112,warning,control,A,27,7.953
s31051,1112,warning,truncated,A,28,9.414
s31051,1112,warning,control,A,29,12.247
s31051,1112,warning,truncated,A,30,30.068
s31051,1112,warning,control,A,31,11.061
s31051,1112,warning,truncated,A,32,8.78
s31051,1112,warning,control,A,33,16.802
s31051,1112,warning,truncated,A,34,30.061
s31051,1112,warning,control,A,35,10.376
s31051,1112,warning,truncated,A,36,6.863
s31051,1112,warning,control,A,37,18.471
s31051,1112,warning,truncated,A,38,15.85
s31051,1112,warning,control,A,39,7.711
s31051,1112,warning,truncated,A,40,9.711
s31052,856,no warning,NA,B,instructions,19.092
s31052,856,no warning,truncated,B,1,6.653
s31052,856,no warning,control,B,2,3.547
s31052,856,no warning,truncated,B,3,10.758
s31052,856,no warning,control,B,4,12.203
s31052,856,no warning,truncated,B,5,11.557
s31052,856,no warning,control,B,6,4.773
s31052,856,no warning,truncated,B,7,9.594
s31052,856,no warning,control,B,8,27.99
s31052,856,no warning,truncated,B,9,11.24
s31052,856,no warning,control,B,10,9.052
s31052,856,no warning,truncated,B,11,14.781
s31052,856,no warning,control,B,12,38.432
s31052,856,no warning,truncated,B,13,3.217
s31052,856,no warning,control,B,14,7.414
s31052,856,no warning,truncated,B,15,3.394
s31052,856,no warning,control,B,16,8.76
s31052,856,no warning,truncated,B,17,3.306
s31052,856,no warning,control,B,18,13.969
s31052,856,no warning,truncated,B,19,4.576
s31052,856,no warning,control,B,20,21.089
s31052,856,no warning,truncated,B,21,5.015
s31052,856,no warning,control,B,22,17.378
s31052,856,no warning,truncated,B,23,8.648
s31052,856,no warning,control,B,24,3.464
s31052,856,no warning,truncated,B,25,7.685
s31052,856,no warning,control,B,26,13.031
s31052,856,no warning,truncated,B,27,10.181
s31052,856,no warning,control,B,28,4.119
s31052,856,no warning,truncated,B,29,8.86
s31052,856,no warning,control,B,30,8.812
s31052,856,no warning,truncated,B,31,6.426
s31052,856,no warning,control,B,32,15.667
s31052,856,no warning,truncated,B,33,7.338
s31052,856,no warning,control,B,34,49.336
s31052,856,no warning,truncated,B,35,8.033
s31052,856,no warning,control,B,36,10.764
s31052,856,no warning,truncated,B,37,10.886
s31052,856,no warning,control,B,38,41.882
s31052,856,no warning,truncated,B,39,12.893
s31052,856,no warning,control,B,40,53.453
s31053,2213,warning,NA,A,instructions,1734.965
s31053,2213,warning,control,A,1,6.273
s31053,2213,warning,truncated,A,2,8.126
s31053,2213,warning,control,A,3,3.876
s31053,2213,warning,truncated,A,4,7.667
s31053,2213,warning,control,A,5,48.272
s31053,2213,warning,truncated,A,6,61.654
s31053,2213,warning,control,A,7,8.061
s31053,2213,warning,truncated,A,8,13.048
s31053,2213,warning,control,A,9,7.982
s31053,2213,warning,truncated,A,10,10.325
s31053,2213,warning,control,A,11,8.601
s31053,2213,warning,truncated,A,12,13.268
s31053,2213,warning,control,A,13,6.19
s31053,2213,warning,truncated,A,14,13.888
s31053,2213,warning,control,A,15,12.79
s31053,2213,warning,truncated,A,16,9.531
s31053,2213,warning,control,A,17,5.806
s31053,2213,warning,truncated,A,18,8.643
s31053,2213,warning,control,A,19,7.78
s31053,2213,warning,truncated,A,20,11.972
s31053,2213,warning,control,A,21,7.13
s31053,2213,warning,truncated,A,22,8.53
s31053,2213,warning,control,A,23,6.901
s31053,2213,warning,truncated,A,24,10.81
s31053,2213,warning,control,A,25,9.813
s31053,2213,warning,truncated,A,26,9.476
s31053,2213,warning,control,A,27,5.814
s31053,2213,warning,truncated,A,28,7.018
s31053,2213,warning,control,A,29,8.324
s31053,2213,warning,truncated,A,30,11.976
s31053,2213,warning,control,A,31,7.752
s31053,2213,warning,truncated,A,32,5.309
s31053,2213,warning,control,A,33,6.284
s31053,2213,warning,truncated,A,34,19.801
s31053,2213,warning,control,A,35,8.173
s31053,2213,warning,truncated,A,36,9.677
s31053,2213,warning,control,A,37,9.986
s31053,2213,warning,truncated,A,38,17.446
s31053,2213,warning,control,A,39,7.122
s31053,2213,warning,truncated,A,40,7.872
s31054,393,no warning,NA,B,instructions,2.748
s31054,393,no warning,truncated,B,1,7.296
s31054,393,no warning,control,B,2,6.766
s31054,393,no warning,truncated,B,3,3.569
s31054,393,no warning,control,B,4,4.398
s31054,393,no warning,truncated,B,5,5.535
s31054,393,no warning,control,B,6,3.865
s31054,393,no warning,truncated,B,7,4.11
s31054,393,no warning,control,B,8,3.846
s31054,393,no warning,truncated,B,9,3.583
s31054,393,no warning,control,B,10,6.474
s31054,393,no warning,truncated,B,11,6.452
s31054,393,no warning,control,B,12,7.632
s31054,393,no warning,truncated,B,13,3.533
s31054,393,no warning,control,B,14,6.857
s31054,393,no warning,truncated,B,15,4.029
s31054,393,no warning,control,B,16,3.81
s31054,393,no warning,truncated,B,17,6.605
s31054,393,no warning,control,B,18,8.351
s31054,393,no warning,truncated,B,19,7.434
s31054,393,no warning,control,B,20,15.314
s31054,393,no warning,truncated,B,21,9.95
s31054,393,no warning,control,B,22,3.32
s31054,393,no warning,truncated,B,23,3.451
s31054,393,no warning,control,B,24,9.764
s31054,393,no warning,truncated,B,25,3.981
s31054,393,no warning,control,B,26,7.905
s31054,393,no warning,truncated,B,27,4.951
s31054,393,no warning,control,B,28,3.81
s31054,393,no warning,truncated,B,29,3.026
s31054,393,no warning,control,B,30,6.867
s31054,393,no warning,truncated,B,31,4.865
s31054,393,no warning,control,B,32,5.773
s31054,393,no warning,truncated,B,33,3.952
s31054,393,no warning,control,B,34,7.156
s31054,393,no warning,truncated,B,35,4.04
s31054,393,no warning,control,B,36,3.963
s31054,393,no warning,truncated,B,37,5.016
s31054,393,no warning,control,B,38,15.068
s31054,393,no warning,truncated,B,39,3.552
s31054,393,no warning,control,B,40,4.97
s31055,357,no warning,NA,B,instructions,3.144
s31055,357,no warning,truncated,B,1,2.933
s31055,357,no warning,control,B,2,8.822
s31055,357,no warning,truncated,B,3,2.883
s31055,357,no warning,control,B,4,4.701
s31055,357,no warning,truncated,B,5,5.179
s31055,357,no warning,control,B,6,2.712
s31055,357,no warning,truncated,B,7,3.6
s31055,357,no warning,control,B,8,1.524
s31055,357,no warning,truncated,B,9,4.74
s31055,357,no warning,control,B,10,3.754
s31055,357,no warning,truncated,B,11,3.366
s31055,357,no warning,control,B,12,3.237
s31055,357,no warning,truncated,B,13,3.125
s31055,357,no warning,control,B,14,3.355
s31055,357,no warning,truncated,B,15,4.074
s31055,357,no warning,control,B,16,3.193
s31055,357,no warning,truncated,B,17,4.164
s31055,357,no warning,control,B,18,1.877
s31055,357,no warning,truncated,B,19,51.553
s31055,357,no warning,control,B,20,5.227
s31055,357,no warning,truncated,B,21,1.463
s31055,357,no warning,control,B,22,4.446
s31055,357,no warning,truncated,B,23,7.58
s31055,357,no warning,control,B,24,4.363
s31055,357,no warning,truncated,B,25,5.745
s31055,357,no warning,control,B,26,3.87
s31055,357,no warning,truncated,B,27,4.17
s31055,357,no warning,control,B,28,3.087
s31055,357,no warning,truncated,B,29,2.962
s31055,357,no warning,control,B,30,3.586
s31055,357,no warning,truncated,B,31,4.227
s31055,357,no warning,control,B,32,3.687
s31055,357,no warning,truncated,B,33,5.099
s31055,357,no warning,control,B,34,5.337
s31055,357,no warning,truncated,B,35,4.874
s31055,357,no warning,control,B,36,1.936
s31055,357,no warning,truncated,B,37,4.999
s31055,357,no warning,control,B,38,10.48
s31055,357,no warning,truncated,B,39,1.883
s31055,357,no warning,control,B,40,1.788
s31056,529,no warning,NA,A,instructions,2.35
s31056,529,no warning,control,A,1,1.746
s31056,529,no warning,truncated,A,2,1.475
s31056,529,no warning,control,A,3,2.825
s31056,529,no warning,truncated,A,4,1.81
